experiment,depth_hidden,learning_rate,loss,n_hidden,output_dim,train_embedding,epoch,fold,acc,cor,acc2,cor2,mse,cortot
1,32,0.01,mean_absolute_error,1,1,True,0,1,0.33548387096774196,0.006251754551007223,1.3772805930440963,0.002891763309311465
1,32,0.01,mean_absolute_error,1,1,True,1,1,0.34919354838709676,-0.003948168802102112,1.3639164541136095,-0.0037347584000670276
1,32,0.01,mean_absolute_error,1,1,True,2,1,0.5048387096774194,0.28876211046541983,0.5423854711299787,0.32120966801174705
1,32,0.01,mean_absolute_error,1,1,True,3,1,0.525,0.3382362962633531,0.5435719820351008,0.3720370557980121
1,32,0.01,mean_absolute_error,1,1,True,4,1,0.5540322580645162,0.4032672538747799,0.5682781490672733,0.42534579941361855
1,32,0.01,mean_absolute_error,1,1,True,5,1,0.5524193548387096,0.4049057899133416,0.5589723303048233,0.43043238812994516
1,32,0.01,mean_absolute_error,1,1,True,6,1,0.542741935483871,0.3845952622132895,0.6077862375305249,0.3978971728351779
1,32,0.01,mean_absolute_error,1,1,True,7,1,0.5395161290322581,0.424274850438351,0.6042053694132381,0.4316372094199451
1,32,0.01,mean_absolute_error,1,1,True,8,1,0.5508064516129032,0.3905219637829843,0.5601279142297785,0.3969848904985506
1,32,0.01,mean_absolute_error,1,1,True,9,1,0.5532258064516129,0.3942916916162911,0.5817434434801152,0.4020336985423353
1,32,0.01,mean_absolute_error,1,1,True,0,2,0.3540322580645161,-0.003658103405244546,1.3553826680567111,-0.006051411015516094
1,32,0.01,mean_absolute_error,1,1,True,1,2,0.42338709677419356,nan,0.576983466187015,nan
1,32,0.01,mean_absolute_error,1,1,True,2,2,0.42338709677419356,nan,0.5749053085259642,nan
1,32,0.01,mean_absolute_error,1,1,True,3,2,0.42338709677419356,nan,0.5778836560057696,nan
1,32,0.01,mean_absolute_error,1,1,True,4,2,0.42338709677419356,nan,0.5762655005607893,nan
1,32,0.01,mean_absolute_error,1,1,True,5,2,0.42338709677419356,nan,0.5753811673649191,nan
1,32,0.01,mean_absolute_error,1,1,True,6,2,0.42338709677419356,nan,0.5743004562723658,nan
1,32,0.01,mean_absolute_error,1,1,True,7,2,0.42338709677419356,nan,0.5766833259605043,nan
1,32,0.01,mean_absolute_error,1,1,True,8,2,0.42338709677419356,nan,0.5743600732623371,nan
1,32,0.01,mean_absolute_error,1,1,True,9,2,0.42338709677419356,nan,0.5747835406886878,nan
1,32,0.01,mean_absolute_error,1,1,True,0,3,0.3225806451612903,nan,1.3425022291452267,0.006142020981721818
1,32,0.01,mean_absolute_error,1,1,True,1,3,0.45483870967741935,nan,0.5463810105620468,nan
1,32,0.01,mean_absolute_error,1,1,True,2,3,0.45483870967741935,nan,0.5442867968364049,nan
1,32,0.01,mean_absolute_error,1,1,True,3,3,0.45483870967741935,nan,0.5459416270273469,nan
1,32,0.01,mean_absolute_error,1,1,True,4,3,0.45483870967741935,nan,0.54483479948603,nan
1,32,0.01,mean_absolute_error,1,1,True,5,3,0.45483870967741935,nan,0.5436059008105137,nan
1,32,0.01,mean_absolute_error,1,1,True,6,3,0.45483870967741935,nan,0.5459368455163348,nan
1,32,0.01,mean_absolute_error,1,1,True,7,3,0.45483870967741935,nan,0.5438797636353611,nan
1,32,0.01,mean_absolute_error,1,1,True,8,3,0.45483870967741935,nan,0.5435729428245504,nan
1,32,0.01,mean_absolute_error,1,1,True,9,3,0.45483870967741935,nan,0.5471149277137077,nan
1,32,0.01,mean_absolute_error,1,1,True,0,4,0.225,-0.04234489515493419,1.69919250141514,-0.04234495358094657
1,32,0.01,mean_absolute_error,1,1,True,1,4,0.225,-0.04234489515493419,1.6991924652674462,-0.04234496284923989
1,32,0.01,mean_absolute_error,1,1,True,2,4,0.225,-0.04234489515493419,1.6991881272907334,-0.04234559570827612
1,32,0.01,mean_absolute_error,1,1,True,3,4,0.307258064516129,nan,1.3701612874384852,0.039180544770783664
1,32,0.01,mean_absolute_error,1,1,True,4,4,0.307258064516129,nan,1.3701612874384852,0.03491159529491014
1,32,0.01,mean_absolute_error,1,1,True,5,4,0.307258064516129,nan,1.3701612871500755,0.039540998473666676
1,32,0.01,mean_absolute_error,1,1,True,6,4,0.307258064516129,nan,1.3701612856118912,0.030097350628513944
1,32,0.01,mean_absolute_error,1,1,True,7,4,0.225,-0.04234489515493419,1.699178059626137,-0.04234489515493419
1,32,0.01,mean_absolute_error,1,1,True,8,4,0.225,-0.04234489515493419,1.699178059626137,-0.04234489515493419
1,32,0.01,mean_absolute_error,1,1,True,9,4,0.225,-0.04234489515493419,1.699178059626137,-0.04234489515493419
1,32,0.01,mean_absolute_error,1,1,True,0,5,0.36202735317779566,0.036771028571319586,0.684614061260817,0.11037916217414512
1,32,0.01,mean_absolute_error,1,1,True,1,5,0.48431214802896216,0.2618110618655769,0.5599781083450313,0.2676971217739665
1,32,0.01,mean_absolute_error,1,1,True,2,5,0.5116653258246179,0.34739596906753817,0.5726386357005351,0.3626498574244926
1,32,0.01,mean_absolute_error,1,1,True,3,5,0.5486725663716814,0.38523060750353805,0.5048064048781925,0.40219583328470515
1,32,0.01,mean_absolute_error,1,1,True,4,5,0.5366049879324215,0.37220022620956633,0.530904299356604,0.39100344762620287
1,32,0.01,mean_absolute_error,1,1,True,5,5,0.5470635559131134,0.40723457596792256,0.5055130504890842,0.41541632191163447
1,32,0.01,mean_absolute_error,1,1,True,6,5,0.5494770716009654,0.3988540252307026,0.555277864003354,0.4149464546146947
