i,n,acc,cor,alpha
28,2525,0.602112676056338,0.5030692479431408,0.4654858815961671
28,3030,0.6232394366197183,0.5056451088704043,0.49942187313105546
28,3535,0.6161971830985915,0.5408171180031701,0.5319958071491147
28,4040,0.6232394366197183,0.509666142092815,0.46454759576926496
28,4545,0.6302816901408451,0.5449432613544886,0.5325084740282486
28,5050,0.6619718309859155,0.5954941192368978,0.5871335918581613
28,5555,0.6443661971830986,0.5353643463984613,0.5160917325110811
28,6038,0.6690140845070423,0.5669622872215386,0.5469586374695863
29,505,0.5,0.3619766714297725,0.3327898602092607
29,1010,0.4894366197183099,0.41460888624900744,0.28006304866568876
29,1515,0.5211267605633803,0.49842209542832294,0.43040370058873
29,2020,0.5140845070422535,0.4597014660112165,0.3496001573151546
29,2525,0.5985915492957746,0.5325183780705937,0.5224914660438376
29,3030,0.5704225352112676,0.49800437588476526,0.3852660660528444
29,3535,0.6443661971830986,0.5647353616200285,0.55613918717843
29,4040,0.6056338028169014,0.5348053601351256,0.5277021094576646
29,4545,0.5633802816901409,0.4632022390064477,0.3612143995423528
29,5050,0.6690140845070423,0.5658904160123965,0.55531509644245
29,5555,0.6443661971830986,0.5923633931273857,0.5818039828192112
29,6038,0.6091549295774648,0.5244208261857953,0.4400042544785985
30,505,0.35563380281690143,0.13494761402445218,-0.32195330905975594
30,1010,0.4471830985915493,0.3475008554236772,0.2916104637020984
30,1515,0.5387323943661971,0.42704903935767896,0.42480825827164903
30,2020,0.5492957746478874,0.41375745369322503,0.34404483781112405
30,2525,0.6197183098591549,0.521934712869892,0.511800419472348
30,3030,0.5563380281690141,0.4595671249943956,0.45277085927770855
30,3535,0.5985915492957746,0.505125448680449,0.4949722986258549
30,4040,0.5880281690140845,0.5280252152085999,0.4580540968117599
30,4545,0.5985915492957746,0.5562683282940912,0.5456702548589674
30,5050,0.6302816901408451,0.5711923458790336,0.5523684210526316
30,5555,0.6725352112676056,0.5943838133097408,0.5891764206905082
30,6038,0.6056338028169014,0.513394754570579,0.49308080891185235
31,505,0.4225352112676056,0.38963588212724753,0.09371694520837737
31,1010,0.4788732394366197,0.428412166465296,0.2917355038884636
31,1515,0.5316901408450704,0.4243805871643242,0.33789944083896606
31,2020,0.47183098591549294,0.5015836142614333,0.36472890038406014
31,2525,0.5598591549295775,0.42329710340666293,0.40599157434857236
31,3030,0.5422535211267606,0.5029711394510723,0.41945823224341705
31,3535,0.6267605633802817,0.5631677691426983,0.5474291532326488
