i,n,acc,cor,alpha
17,5555,0.647887323943662,0.5816394225067937,0.5758625451699773
17,6038,0.6584507042253521,0.5511483415644717,0.5503417925118399
18,505,0.38028169014084506,0.25055017635372795,-0.1722615057130974
18,1010,0.5528169014084507,0.44586074040344026,0.43194760820045563
18,1515,0.5352112676056338,0.4993028356178663,0.4960165920463524
18,2020,0.5809859154929577,0.5410058306920569,0.5027119348212431
18,2525,0.5774647887323944,0.47770767348770476,0.4216446403986467
18,3030,0.5915492957746479,0.5462229096736579,0.5427790556081721
18,3535,0.573943661971831,0.5384997603284756,0.4984533249587816
18,4040,0.5845070422535211,0.5185476248034558,0.49944761414713135
18,4545,0.6267605633802817,0.5769383165294479,0.5583614007380787
18,5050,0.6725352112676056,0.6279609625371088,0.6111653164881607
18,5555,0.6443661971830986,0.5621500862387087,0.5538945712037766
18,6038,0.6302816901408451,0.5606738510187422,0.5384294649061848
19,505,0.4894366197183099,0.31781133240687887,0.3114456895212113
19,1010,0.5211267605633803,0.42718392929909377,0.3989229898737635
19,1515,0.5176056338028169,0.36531886841299105,0.28438929034757654
19,2020,0.46830985915492956,0.45735298485932585,0.3357824216282749
19,2525,0.5845070422535211,0.5155694482925739,0.5034921505739365
19,3030,0.6338028169014085,0.5498839092085613,0.5458660115787153
19,3535,0.6232394366197183,0.5453319287630214,0.5388067596853368
19,4040,0.5387323943661971,0.46242807186443896,0.3620037807183365
19,4545,0.6654929577464789,0.5628340156279937,0.5431103948428686
19,5050,0.6197183098591549,0.5176837017035033,0.4594279661016949
19,5555,0.6232394366197183,0.5459822804240616,0.5406843701772126
19,6038,0.6091549295774648,0.5382070842192155,0.4808021239468092
20,505,0.25704225352112675,nan,-0.4967263203841119
20,1010,0.5387323943661971,0.4645366176522328,0.46022031823745424
20,1515,0.5704225352112676,0.4465704477826811,0.403226961883717
20,2020,0.5140845070422535,0.4514345607041417,0.3345473780491164
20,2525,0.6197183098591549,0.575864694874927,0.5325103634656345
20,3030,0.6443661971830986,0.53030099974914,0.5107798165137614
20,3535,0.6232394366197183,0.5523243646635921,0.5491467368034743
20,4040,0.5669014084507042,0.5199167511866308,0.3766376546037562
20,4545,0.6549295774647887,0.5767715289999983,0.5609244948906928
20,5050,0.6514084507042254,0.5892385189581854,0.5847457627118644
20,5555,0.6443661971830986,0.576413025589691,0.5625172477880592
20,6038,0.6549295774647887,0.5600584956466325,0.5561558799862054
21,505,0.44366197183098594,0.31803300629966585,0.29353172916951753
21,1010,0.43661971830985913,0.42374160840768993,0.16727953541559226
21,1515,0.49295774647887325,0.44644475964895747,0.35156407669021184
21,2020,0.5422535211267606,0.4411189287316971,0.4284152889492562
21,2525,0.5352112676056338,0.4853131604906885,0.4796921143225792
21,3030,0.6197183098591549,0.5569719660197749,0.5576210885486019
21,3535,0.6654929577464789,0.5723181686947417,0.5709888059701492
21,4040,0.6408450704225352,0.5720826137459466,0.5633876842594178
21,4545,0.6302816901408451,0.604167237211793,0.5690956328096004
21,5050,0.6690140845070423,0.6156249939385899,0.612013175291689
21,5555,0.6338028169014085,0.5615613086421012,0.5529782775576257
21,6038,0.6126760563380281,0.5712282271895527,0.5461857401527279
22,505,0.352112676056338,0.0070417854916867305,-0.4021993262108874
22,1010,0.5352112676056338,0.464112327518,0.4390847820427527
22,1515,0.545774647887324,0.45772805331840677,0.4545454545454546
22,2020,0.5774647887323944,0.4836935768317707,0.4436735634895529
22,2525,0.5985915492957746,0.4537439554025482,0.4171996345363179
22,3030,0.602112676056338,0.5168506860671892,0.5117238748605677
22,3535,0.6408450704225352,0.5470005342726708,0.5101746976387023
22,4040,0.6514084507042254,0.5772714813404797,0.5659390929290289
22,4545,0.6443661971830986,0.5844472841397137,0.5824191527249544
22,5050,0.6126760563380281,0.54757747486179,0.5346751729715158
22,5555,0.6654929577464789,0.5972094789055992,0.5902439024390245
22,6038,0.6161971830985915,0.5301199145388907,0.5263205572107255
23,505,0.4647887323943662,0.3946653798029099,0.17632722645088494
23,1010,0.3485915492957746,nan,-0.4061187909740467
23,1515,0.5633802816901409,0.4272902164812998,0.40935961874007143
23,2020,0.5669014084507042,0.4896257732250339,0.48919197820377713
23,2525,0.6338028169014085,0.5528344944474683,0.5487721691678035
23,3030,0.6197183098591549,0.5574575652925445,0.5391798574674769
23,3535,0.6690140845070423,0.6201443029404327,0.6086110961050186
23,4040,0.6619718309859155,0.6094062984595721,0.6059099812548706
23,4545,0.6126760563380281,0.5270518614087725,0.45503877357307887
23,5050,0.6971830985915493,0.61284997196384,0.6051422045182318
23,5555,0.6654929577464789,0.5942825757644238,0.5910342002158071
23,6038,0.6549295774647887,0.6076098766387902,0.5495090598614931
24,505,0.41901408450704225,0.26333036424814377,0.03230827899649291
24,1010,0.3485915492957746,nan,-0.4061187909740467
24,1515,0.49295774647887325,0.3921209296718203,0.22748769248469525
24,2020,0.5246478873239436,0.4590281270969192,0.31542109223258497
24,2525,0.545774647887324,0.47964277418435164,0.3998267898383372
24,3030,0.6091549295774648,0.5249738468203607,0.5002355993369958
24,3535,0.6267605633802817,0.5890724401699474,0.5860012131832582
24,4040,0.6056338028169014,0.5360943143391376,0.5159947928893062
24,4545,0.6302816901408451,0.5579150659721045,0.5585679103884755
24,5050,0.4894366197183099,0.38320562470634395,0.3067138819195224
24,5555,0.6232394366197183,0.5637557905000559,0.5369697347504909
24,6038,0.647887323943662,0.5711155290095391,0.5460902733630006
25,505,0.35563380281690143,0.13537043010503783,-0.2790646492434663
25,1010,0.5492957746478874,0.452070251288136,0.44327412300276714
25,1515,0.5352112676056338,0.43329317038090387,0.43162806774974083
25,2020,0.6091549295774648,0.5255252512820012,0.5012163600425725
25,2525,0.5809859154929577,0.48048705591227925,0.4354091181607277
25,3030,0.5915492957746479,0.494287896998091,0.45846468103900406
25,3535,0.6161971830985915,0.5733375144743816,0.5695241497889825
25,4040,0.6654929577464789,0.5343912738324277,0.5288121686442817
25,4545,0.5880281690140845,0.5029250482720821,0.47369753430206063
25,5050,0.6549295774647887,0.5928822239280335,0.5896133825121741
25,5555,0.6408450704225352,0.5703009026016368,0.5669451709213784
25,6038,0.6690140845070423,0.5825528094947451,0.5472418853591161
26,505,0.2605633802816901,-0.0070417854916867305,-0.4941915162351669
26,1010,0.5563380281690141,0.47391709370189444,0.4546614411243203
26,1515,0.5880281690140845,0.47219733624144083,0.4643115170152462
26,2020,0.5211267605633803,0.5174080715109164,0.39323319526922496
26,2525,0.5774647887323944,0.5492145863898041,0.5079491807831158
26,3030,0.6197183098591549,0.5517579356162017,0.5514634789487562
26,3535,0.6056338028169014,0.5274945439448614,0.5201057676031263
26,4040,0.602112676056338,0.4976728139035291,0.48372124011726036
26,4545,0.6161971830985915,0.5279974723806196,0.5114317367558356
26,5050,0.6584507042253521,0.5838533575425159,0.5675382433826057
26,5555,0.6267605633802817,0.5659236303962082,0.5328947368421053
26,6038,0.6443661971830986,0.6232527149191798,0.6049631374933495
27,505,0.3626760563380282,0.014158817668452154,-0.3905579399141632
27,1010,0.5492957746478874,0.4552117175847267,0.44571592869465204
27,1515,0.5880281690140845,0.5094358635853948,0.5049564344556832
27,2020,0.5387323943661971,0.4659304391737107,0.39012108283508107
27,2525,0.5598591549295775,0.5243426373456326,0.4485143223599828
27,3030,0.6091549295774648,0.5459077250781941,0.544618954131715
27,3535,0.573943661971831,0.5391618463188209,0.4362233318202451
27,4040,0.6549295774647887,0.5878845597119552,0.5840440165061899
27,4545,0.6338028169014085,0.618339524611366,0.5815639594165996
27,5050,0.5633802816901409,0.4850876683896167,0.4223383756727427
27,5555,0.647887323943662,0.5891670608498455,0.5840649329136989
27,6038,0.6408450704225352,0.5864790949803328,0.5848930481283423
28,505,0.4647887323943662,0.3580493158484608,0.26291622936742676
28,1010,0.35563380281690143,0.009976229991815366,-0.39829946996466425
28,1515,0.4647887323943662,0.3539631929808382,0.16826580060388463
28,2020,0.45774647887323944,0.35987361017253827,0.09835180922091258
