i,perc,n,acc,cor,alpha
6,0.1,645,0.43661971830985913,0.27525835222744194,0.2687703119357796
6,0.1473684210526316,849,0.4964788732394366,0.40630741526559694,0.3970694667383666
6,0.19473684210526315,1144,0.5950704225352113,0.4271162709301627,0.3996239951594779
6,0.24210526315789474,1533,0.5633802816901409,0.39867025046783044,0.3314087055522801
6,0.2894736842105263,1765,0.4753521126760563,0.3665525708024301,0.2611441015191135
6,0.33684210526315794,2080,0.5316901408450704,0.2870619585217937,0.18579703149511284
6,0.38421052631578945,2322,0.5070422535211268,0.25111401064277006,0.17558626577381753
6,0.43157894736842106,2657,0.6126760563380281,0.5001129014559652,0.49858117432119875
6,0.4789473684210527,2917,0.5774647887323944,0.43938084207186884,0.4368689190928988
6,0.5263157894736842,3173,0.6056338028169014,0.4409855016089179,0.42284201954397393
6,0.5736842105263158,3452,0.6971830985915493,0.5859631932894025,0.5841316409771173
6,0.6210526315789474,3810,0.6197183098591549,0.4739578218480091,0.46843436576866615
6,0.6684210526315789,4052,0.6514084507042254,0.5292096176478052,0.5299610529773356
6,0.7157894736842105,4294,0.6232394366197183,0.46515507796052474,0.45430150139269454
6,0.7631578947368421,4621,0.5598591549295775,0.360042263640575,0.27119729122800007
6,0.8105263157894737,4891,0.6232394366197183,0.50357768038255,0.4579901153212521
6,0.8578947368421053,5224,0.647887323943662,0.540621573021604,0.5355761563539119
6,0.9052631578947369,5450,0.6443661971830986,0.5368190319052064,0.5265294429578882
6,0.9526315789473684,5728,0.6830985915492958,0.5483272375119961,0.5462063813893927
6,1.0,6038,0.6725352112676056,0.5380582423708281,0.534677381892507
7,0.1,614,0.528169014084507,0.3406185665116302,0.32624035281146646
7,0.1473684210526316,879,0.5809859154929577,0.3315624236203475,0.3086204585065023
7,0.19473684210526315,1200,0.5528169014084507,0.3826449024266897,0.31753173372578913
7,0.24210526315789474,1480,0.5422535211267606,0.42998246061434775,0.3836927268498521
7,0.2894736842105263,1733,0.5950704225352113,0.410223198654561,0.4082369942196532
7,0.33684210526315794,2061,0.5915492957746479,0.4246339164061925,0.42050912442178523
7,0.38421052631578945,2312,0.5669014084507042,0.4475206641432116,0.4016826694552714
7,0.43157894736842106,2538,0.5915492957746479,0.3963589249860696,0.3754035416149305
7,0.4789473684210527,2895,0.6338028169014085,0.520885514205655,0.49630996309963105
7,0.5263157894736842,3167,0.6232394366197183,0.45495115948767706,0.45582079189724534
7,0.5736842105263158,3495,0.6514084507042254,0.5279579657605382,0.5287029437442168
7,0.6210526315789474,3679,0.5950704225352113,0.4443011194974092,0.4337465888923522
7,0.6684210526315789,4003,0.6126760563380281,0.4637499905527285,0.44282530019413746
7,0.7157894736842105,4355,0.602112676056338,0.40183984189319216,0.338246071166843
7,0.7631578947368421,4634,0.6126760563380281,0.44564000378175894,0.43504155438302494
